"Year","School_ID","Entity","Group","Test","Pass Rate","Total Count"
"2015-2016",20,"Leslie H. Walton Middle","Non-English Learners","Mathematics",79.49,78
"2015-2016",20,"Leslie H. Walton Middle","Asian","Algebra I",NA,NA
"2015-2016",20,"Leslie H. Walton Middle","Asian","Geometry",NA,NA
"2015-2016",20,"Leslie H. Walton Middle","Asian","Mathematics",NA,NA
"2015-2016",20,"Leslie H. Walton Middle","Black","Algebra I",NA,NA
"2015-2016",20,"Leslie H. Walton Middle","Black","Mathematics",60,15
"2015-2016",20,"Leslie H. Walton Middle","Hispanic","Geometry",NA,NA
"2015-2016",20,"Leslie H. Walton Middle","Hispanic","Mathematics",NA,NA
"2015-2016",20,"Leslie H. Walton Middle","Multiple Races","Algebra I",NA,NA
"2015-2016",20,"Leslie H. Walton Middle","Multiple Races","Mathematics",NA,NA
"2015-2016",20,"Leslie H. Walton Middle","White","Algebra I",100,15
"2015-2016",20,"Leslie H. Walton Middle","White","Geometry",100,26
"2015-2016",20,"Leslie H. Walton Middle","White","Mathematics",83.33,60
"2015-2016",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","All Students","Algebra I",86.49,74
"2015-2016",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","All Students","Geometry",100,73
"2015-2016",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","All Students","Mathematics",35.14,37
"2015-2016",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Advantaged","Algebra I",88.33,60
"2015-2016",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Disadvantaged","Algebra I",78.57,14
"2015-2016",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Advantaged","Geometry",100,70
"2015-2016",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Disadvantaged","Geometry",NA,NA
"2015-2016",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Advantaged","Mathematics",41.67,24
"2015-2016",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Disadvantaged","Mathematics",NA,13
"2015-2016",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Non-English Learners","Algebra I",85.92,71
"2015-2016",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","English Learners","Algebra I",NA,NA
"2015-2016",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Non-English Learners","Geometry",100,72
"2015-2016",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","English Learners","Geometry",NA,NA
"2015-2016",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Non-English Learners","Mathematics",35.29,34
"2015-2016",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","English Learners","Mathematics",NA,NA
"2015-2016",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Asian","Algebra I",NA,NA
"2015-2016",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Asian","Geometry",100,11
"2015-2016",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Black","Algebra I",NA,NA
"2015-2016",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Black","Mathematics",NA,NA
"2015-2016",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Hispanic","Algebra I",NA,NA
"2015-2016",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Hispanic","Geometry",NA,NA
"2015-2016",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Hispanic","Mathematics",NA,NA
"2015-2016",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Multiple Races","Algebra I",NA,NA
"2015-2016",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Multiple Races","Geometry",NA,NA
"2015-2016",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Multiple Races","Mathematics",NA,NA
"2015-2016",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","White","Algebra I",90.91,55
"2015-2016",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","White","Geometry",100,52
"2015-2016",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","White","Mathematics",41.67,24
"2015-2016",890,"Community Lab School (Formerly: Murray School, Murray High)","All Students","Algebra I",NA,NA
"2015-2016",890,"Community Lab School (Formerly: Murray School, Murray High)","Economically Advantaged","Algebra I",NA,NA
"2015-2016",890,"Community Lab School (Formerly: Murray School, Murray High)","Economically Disadvantaged","Algebra I",NA,NA
"2015-2016",890,"Community Lab School (Formerly: Murray School, Murray High)","Non-English Learners","Algebra I",NA,NA
"2015-2016",890,"Community Lab School (Formerly: Murray School, Murray High)","White","Algebra I",NA,NA
"2015-2016",NA,"Virginia","All Students","Algebra I",92.78,35908
"2015-2016",NA,"Virginia","All Students","Geometry",97.83,11732
"2015-2016",NA,"Virginia","All Students","Mathematics",64.47,44377
"2015-2016",NA,"Virginia","Economically Advantaged","Algebra I",95.38,25922
"2015-2016",NA,"Virginia","Economically Advantaged","Geometry",99.22,9769
"2015-2016",NA,"Virginia","Economically Advantaged","Mathematics",73.24,20801
"2015-2016",NA,"Virginia","Economically Disadvantaged","Algebra I",86.05,9986
"2015-2016",NA,"Virginia","Economically Disadvantaged","Geometry",90.88,1963
"2015-2016",NA,"Virginia","Economically Disadvantaged","Mathematics",56.74,23576
"2015-2016",NA,"Virginia","Non-English Learners","Algebra I",93.27,34671
"2015-2016",NA,"Virginia","Non-English Learners","Geometry",97.86,11619
"2015-2016",NA,"Virginia","Non-English Learners","Mathematics",66.23,40478
"2015-2016",NA,"Virginia","English Learners","Algebra I",73.09,851
"2015-2016",NA,"Virginia","English Learners","Geometry",88.89,54
"2015-2016",NA,"Virginia","English Learners","Mathematics",43.28,3607
"2015-2016",NA,"Virginia","American Indian","Algebra I",92.94,85
"2015-2016",NA,"Virginia","American Indian","Geometry",94.74,19
"2015-2016",NA,"Virginia","American Indian","Mathematics",60.4,149
"2015-2016",NA,"Virginia","Asian","Algebra I",97.75,2977
"2015-2016",NA,"Virginia","Asian","Geometry",100,1986
"2015-2016",NA,"Virginia","Asian","Mathematics",77.06,1338
"2015-2016",NA,"Virginia","Black","Algebra I",87.18,6114
"2015-2016",NA,"Virginia","Black","Geometry",89.09,1430
"2015-2016",NA,"Virginia","Black","Mathematics",52.68,13432
"2015-2016",NA,"Virginia","Hispanic","Algebra I",87.53,4355
"2015-2016",NA,"Virginia","Hispanic","Geometry",96.65,717
"2015-2016",NA,"Virginia","Hispanic","Mathematics",59.97,7189
"2015-2016",NA,"Virginia","White","Algebra I",94.79,20646
"2015-2016",NA,"Virginia","White","Geometry",99.13,6902
"2015-2016",NA,"Virginia","White","Mathematics",72.6,20108
"2015-2016",NA,"Virginia","Native Hawaiian  or Pacific Islander","Algebra I",97.22,36
"2015-2016",NA,"Virginia","Native Hawaiian  or Pacific Islander","Geometry",100,24
"2015-2016",NA,"Virginia","Native Hawaiian  or Pacific Islander","Mathematics",78.85,52
"2015-2016",NA,"Virginia","Multiple Races","Algebra I",93.27,1695
"2015-2016",NA,"Virginia","Multiple Races","Geometry",98.93,654
"2015-2016",NA,"Virginia","Multiple Races","Mathematics",69.46,2109
"2016-2017",NA,"Albemarle County","All Students","Algebra I",94.4,357
"2016-2017",NA,"Albemarle County","All Students","Geometry",100,247
"2016-2017",NA,"Albemarle County","All Students","Mathematics",65.85,328
"2016-2017",NA,"Albemarle County","Economically Advantaged","Algebra I",95.59,295
"2016-2017",NA,"Albemarle County","Economically Advantaged","Geometry",100,227
"2016-2017",NA,"Albemarle County","Economically Advantaged","Mathematics",72.05,161
"2016-2017",NA,"Albemarle County","Economically Disadvantaged","Algebra I",88.71,62
"2016-2017",NA,"Albemarle County","Economically Disadvantaged","Geometry",100,20
"2016-2017",NA,"Albemarle County","Economically Disadvantaged","Mathematics",59.88,167
"2016-2017",NA,"Albemarle County","Non-English Learners","Algebra I",94.46,343
"2016-2017",NA,"Albemarle County","Non-English Learners","Geometry",100,245
"2016-2017",NA,"Albemarle County","Non-English Learners","Mathematics",66.03,262
"2016-2017",NA,"Albemarle County","English Learners","Algebra I",NA,NA
"2016-2017",NA,"Albemarle County","English Learners","Mathematics",51.16,43
"2016-2017",NA,"Albemarle County","American Indian","Mathematics",NA,NA
"2016-2017",NA,"Albemarle County","Asian","Algebra I",88.24,17
"2016-2017",NA,"Albemarle County","Asian","Geometry",100,32
"2016-2017",NA,"Albemarle County","Asian","Mathematics",NA,NA
"2016-2017",NA,"Albemarle County","Black","Algebra I",80,20
"2016-2017",NA,"Albemarle County","Black","Geometry",NA,NA
"2016-2017",NA,"Albemarle County","Black","Mathematics",55,80
"2016-2017",NA,"Albemarle County","Hispanic","Algebra I",93.33,30
"2016-2017",NA,"Albemarle County","Hispanic","Geometry",100,12
"2016-2017",NA,"Albemarle County","Hispanic","Mathematics",69.01,71
"2016-2017",NA,"Albemarle County","White","Algebra I",96.01,276
"2016-2017",NA,"Albemarle County","White","Geometry",100,186
"2016-2017",NA,"Albemarle County","White","Mathematics",70.07,147
"2016-2017",NA,"Albemarle County","Multiple Races","Algebra I",92.86,14
"2016-2017",NA,"Albemarle County","Multiple Races","Geometry",100,14
"2016-2017",NA,"Albemarle County","Multiple Races","Mathematics",59.09,22
"2016-2017",1060,"Albemarle County Community Public Charter","All Students","Mathematics",NA,13
"2016-2017",1060,"Albemarle County Community Public Charter","Economically Advantaged","Mathematics",NA,NA
"2016-2017",1060,"Albemarle County Community Public Charter","Economically Disadvantaged","Mathematics",NA,NA
"2016-2017",1060,"Albemarle County Community Public Charter","Non-English Learners","Mathematics",NA,12
"2016-2017",1060,"Albemarle County Community Public Charter","Hispanic","Mathematics",NA,NA
"2016-2017",1060,"Albemarle County Community Public Charter","Multiple Races","Mathematics",NA,NA
"2016-2017",1060,"Albemarle County Community Public Charter","White","Mathematics",NA,10
"2016-2017",950,"Journey Middle (Formerly: Jack Jouett Middle)","All Students","Algebra I",100,69
"2016-2017",950,"Journey Middle (Formerly: Jack Jouett Middle)","All Students","Geometry",100,43
"2016-2017",950,"Journey Middle (Formerly: Jack Jouett Middle)","All Students","Mathematics",63.16,76
"2016-2017",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Advantaged","Algebra I",100,45
"2016-2017",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Disadvantaged","Algebra I",100,24
"2016-2017",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Advantaged","Geometry",100,35
"2016-2017",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Disadvantaged","Geometry",NA,NA
"2016-2017",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Advantaged","Mathematics",69.23,26
"2016-2017",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Disadvantaged","Mathematics",60,50
"2016-2017",950,"Journey Middle (Formerly: Jack Jouett Middle)","Non-English Learners","Algebra I",100,61
"2016-2017",950,"Journey Middle (Formerly: Jack Jouett Middle)","English Learners","Algebra I",NA,NA
"2016-2017",950,"Journey Middle (Formerly: Jack Jouett Middle)","Non-English Learners","Geometry",100,42
"2016-2017",950,"Journey Middle (Formerly: Jack Jouett Middle)","Non-English Learners","Mathematics",52.08,48
"2016-2017",950,"Journey Middle (Formerly: Jack Jouett Middle)","English Learners","Mathematics",70.59,17
"2016-2017",950,"Journey Middle (Formerly: Jack Jouett Middle)","Asian","Algebra I",NA,NA
"2016-2017",950,"Journey Middle (Formerly: Jack Jouett Middle)","Asian","Geometry",NA,NA
"2016-2017",950,"Journey Middle (Formerly: Jack Jouett Middle)","Asian","Mathematics",NA,NA
"2016-2017",950,"Journey Middle (Formerly: Jack Jouett Middle)","Black","Algebra I",NA,NA
"2016-2017",950,"Journey Middle (Formerly: Jack Jouett Middle)","Black","Geometry",NA,NA
"2016-2017",950,"Journey Middle (Formerly: Jack Jouett Middle)","Black","Mathematics",40.74,27
"2016-2017",950,"Journey Middle (Formerly: Jack Jouett Middle)","Hispanic","Algebra I",100,12
"2016-2017",950,"Journey Middle (Formerly: Jack Jouett Middle)","Hispanic","Geometry",NA,NA
"2016-2017",950,"Journey Middle (Formerly: Jack Jouett Middle)","Hispanic","Mathematics",84,25
"2016-2017",950,"Journey Middle (Formerly: Jack Jouett Middle)","Multiple Races","Algebra I",NA,NA
"2016-2017",950,"Journey Middle (Formerly: Jack Jouett Middle)","Multiple Races","Geometry",NA,NA
"2016-2017",950,"Journey Middle (Formerly: Jack Jouett Middle)","Multiple Races","Mathematics",NA,NA
"2016-2017",950,"Journey Middle (Formerly: Jack Jouett Middle)","White","Algebra I",100,47
"2016-2017",950,"Journey Middle (Formerly: Jack Jouett Middle)","White","Geometry",100,32
"2016-2017",950,"Journey Middle (Formerly: Jack Jouett Middle)","White","Mathematics",71.43,14
"2016-2017",69,"Jackson P. Burley Middle","All Students","Algebra I",100,38
"2016-2017",69,"Jackson P. Burley Middle","All Students","Geometry",100,39
"2016-2017",69,"Jackson P. Burley Middle","All Students","Mathematics",73.79,103
"2016-2017",69,"Jackson P. Burley Middle","Economically Advantaged","Algebra I",100,31
"2016-2017",69,"Jackson P. Burley Middle","Economically Disadvantaged","Algebra I",NA,NA
"2016-2017",69,"Jackson P. Burley Middle","Economically Advantaged","Geometry",100,35
"2016-2017",69,"Jackson P. Burley Middle","Economically Disadvantaged","Geometry",NA,NA
"2016-2017",69,"Jackson P. Burley Middle","Economically Advantaged","Mathematics",84.62,52
"2016-2017",69,"Jackson P. Burley Middle","Economically Disadvantaged","Mathematics",62.75,51
"2016-2017",69,"Jackson P. Burley Middle","Non-English Learners","Algebra I",100,37
"2016-2017",69,"Jackson P. Burley Middle","Non-English Learners","Geometry",100,39
"2016-2017",69,"Jackson P. Burley Middle","Non-English Learners","Mathematics",78.21,78
"2016-2017",69,"Jackson P. Burley Middle","English Learners","Mathematics",NA,17
"2016-2017",69,"Jackson P. Burley Middle","American Indian","Mathematics",NA,NA
"2016-2017",69,"Jackson P. Burley Middle","Asian","Algebra I",NA,NA
"2016-2017",69,"Jackson P. Burley Middle","Asian","Geometry",NA,NA
"2016-2017",69,"Jackson P. Burley Middle","Asian","Mathematics",NA,NA
"2016-2017",69,"Jackson P. Burley Middle","Black","Algebra I",NA,NA
"2016-2017",69,"Jackson P. Burley Middle","Black","Geometry",NA,NA
"2016-2017",69,"Jackson P. Burley Middle","Black","Mathematics",71.43,28
"2016-2017",69,"Jackson P. Burley Middle","Hispanic","Algebra I",NA,NA
"2016-2017",69,"Jackson P. Burley Middle","Hispanic","Geometry",NA,NA
"2016-2017",69,"Jackson P. Burley Middle","Hispanic","Mathematics",60,30
"2016-2017",69,"Jackson P. Burley Middle","Multiple Races","Algebra I",NA,NA
"2016-2017",69,"Jackson P. Burley Middle","Multiple Races","Geometry",NA,NA
"2016-2017",69,"Jackson P. Burley Middle","Multiple Races","Mathematics",NA,NA
"2016-2017",69,"Jackson P. Burley Middle","White","Algebra I",100,26
"2016-2017",69,"Jackson P. Burley Middle","White","Geometry",100,29
"2016-2017",69,"Jackson P. Burley Middle","White","Mathematics",88.89,36
"2016-2017",942,"Joseph T. Henley Middle","All Students","Algebra I",95.36,151
"2016-2017",942,"Joseph T. Henley Middle","All Students","Geometry",100,73
"2016-2017",942,"Joseph T. Henley Middle","All Students","Mathematics",57.78,45
"2016-2017",942,"Joseph T. Henley Middle","Economically Advantaged","Algebra I",97.06,136
"2016-2017",942,"Joseph T. Henley Middle","Economically Disadvantaged","Algebra I",80,15
"2016-2017",942,"Joseph T. Henley Middle","Economically Advantaged","Geometry",100,71
"2016-2017",942,"Joseph T. Henley Middle","Economically Disadvantaged","Geometry",NA,NA
"2016-2017",942,"Joseph T. Henley Middle","Economically Advantaged","Mathematics",58.62,29
"2016-2017",942,"Joseph T. Henley Middle","Economically Disadvantaged","Mathematics",56.25,16
"2016-2017",942,"Joseph T. Henley Middle","Non-English Learners","Algebra I",95.36,151
"2016-2017",942,"Joseph T. Henley Middle","Non-English Learners","Geometry",100,72
"2016-2017",942,"Joseph T. Henley Middle","Non-English Learners","Mathematics",59.52,42
"2016-2017",942,"Joseph T. Henley Middle","English Learners","Mathematics",NA,NA
"2016-2017",942,"Joseph T. Henley Middle","Asian","Algebra I",NA,NA
"2016-2017",942,"Joseph T. Henley Middle","Asian","Geometry",NA,NA
"2016-2017",942,"Joseph T. Henley Middle","Black","Algebra I",NA,NA
"2016-2017",942,"Joseph T. Henley Middle","Black","Mathematics",NA,NA
"2016-2017",942,"Joseph T. Henley Middle","Hispanic","Algebra I",NA,NA
"2016-2017",942,"Joseph T. Henley Middle","Hispanic","Geometry",NA,NA
"2016-2017",942,"Joseph T. Henley Middle","Hispanic","Mathematics",NA,NA
"2016-2017",942,"Joseph T. Henley Middle","Multiple Races","Algebra I",NA,NA
"2016-2017",942,"Joseph T. Henley Middle","Multiple Races","Geometry",NA,NA
"2016-2017",942,"Joseph T. Henley Middle","White","Algebra I",96.24,133
"2016-2017",942,"Joseph T. Henley Middle","White","Geometry",100,61
"2016-2017",942,"Joseph T. Henley Middle","White","Mathematics",60.53,38
"2016-2017",20,"Leslie H. Walton Middle","All Students","Algebra I",87.5,16
"2016-2017",20,"Leslie H. Walton Middle","All Students","Geometry",100,33
"2016-2017",20,"Leslie H. Walton Middle","All Students","Mathematics",84.78,46
"2016-2017",20,"Leslie H. Walton Middle","Economically Advantaged","Algebra I",92.86,14
"2016-2017",20,"Leslie H. Walton Middle","Economically Disadvantaged","Algebra I",NA,NA
"2016-2017",20,"Leslie H. Walton Middle","Economically Advantaged","Geometry",100,30
"2016-2017",20,"Leslie H. Walton Middle","Economically Disadvantaged","Geometry",NA,NA
"2016-2017",20,"Leslie H. Walton Middle","Economically Advantaged","Mathematics",82.61,23
